Date,Close,High,Low,Open,Volume,Date_final
2020-01-02,110.06043243408203,110.66819925553509,108.91857579973674,110.2261863830641,460700,2020-01-02
2020-01-03,111.72718811035156,112.45466342201749,109.60922165737196,109.60922165737196,599700,2020-01-03
2020-01-06,110.67742156982422,111.40489692211895,109.84865173647852,110.95367349723479,604200,2020-01-06
2020-01-07,108.86331939697266,110.4932272627828,108.72518994465348,110.4932272627828,515100,2020-01-07
2020-01-08,107.74910736083984,109.16722308559434,106.55199458555599,108.43053721994936,1039300,2020-01-08
2020-01-09,106.82823944091797,108.08980451045336,106.708523963857,108.02534503263445,789300,2020-01-09
2020-01-10,106.68092346191406,107.37156389048782,106.64408846265654,107.37156389048782,917400,2020-01-10
2020-01-13,105.98106384277344,106.60724472772506,105.39171795406098,106.60724472772506,704500,2020-01-13
2020-01-14,106.34942626953125,107.02165277936544,105.60353677927617,105.88899927049805,723300,2020-01-14
2020-01-15,107.62019348144531,107.71227746261965,105.87056973690314,106.57962412005872,829400,2020-01-15
2020-01-16,108.22793579101562,108.41211074899401,107.06765814519883,107.51888152307865,510400,2020-01-16
2020-01-17,107.30709838867188,108.4397517193464,106.8374609563866,108.04378428145046,661600,2020-01-17
2020-01-21,108.09901428222656,108.4765676680053,107.07686612262572,107.18737109480499,662300,2020-01-21
2020-01-22,109.32376098632812,110.47482820185877,108.55945066908215,110.03281529985004,607300,2020-01-22
2020-01-23,110.15254211425781,110.4840500684661,108.48579183738909,109.01988876645326,420100,2020-01-23
2020-01-24,110.32749938964844,110.76951233638287,109.46190153336121,110.50246387229127,410900,2020-01-24
2020-01-27,110.25382995605469,111.98503259269263,109.62764908313338,109.8118170352338,671200,2020-01-27
2020-01-28,111.60748291015625,112.50992276712729,110.44721212690997,110.59454508843258,644000,2020-01-28
2020-01-29,111.88375091552734,113.00719381835687,110.85239199928627,111.37727845095408,386700,2020-01-29
2020-01-30,113.4307632446289,113.54126822191847,111.5798452719783,111.60746975991158,410200,2020-01-30
2020-01-31,113.46759033203125,114.36081951594575,112.58357165197164,112.77695007958881,540000,2020-01-31
2020-02-03,114.05696105957031,114.87652044297056,112.41784229276983,114.1858800395058,530300,2020-02-03
2020-02-04,112.7769546508789,114.95937344070313,112.47307124135322,113.27421649586013,831500,2020-02-04
2020-02-05,113.97406005859375,114.35161345018233,112.74932996948546,113.21896030097281,1134200,2020-02-05
2020-02-06,117.80484771728516,117.80484771728516,113.03482390996062,114.13984585486527,991500,2020-02-06
2020-02-07,112.8414077758789,117.17862764974991,112.34414595889578,115.10670692509814,860700,2020-02-07
2020-02-10,113.9004135131836,114.01091147742846,111.71798738710318,112.35337878374017,526200,2020-02-10
2020-02-11,113.55049133300781,114.784439203302,112.87827192522079,113.62416133060458,422100,2020-02-11
2020-02-12,113.75308227539062,114.04775524530196,112.14158793434724,113.20057133500158,356300,2020-02-12
2020-02-13,114.43451690673828,114.4621484266181,112.82302249942782,113.13611649470977,331500,2020-02-13
2020-02-14,115.6868667602539,115.83420674866655,113.84515905843978,114.55422045795032,371900,2020-02-14
2020-02-18,113.76227569580078,115.53031324972909,112.0586976248108,113.26501381646656,823200,2020-02-18
2020-02-19,110.90764617919922,114.94098373981802,110.63138719844054,114.34242729854604,577800,2020-02-19
2020-02-20,113.10847473144531,113.10847473144531,110.39195178710624,110.55770575328813,647000,2020-02-20
2020-02-21,112.90589904785156,114.69235789061833,110.92606172605716,112.53755607684552,2379500,2020-02-21
2020-02-24,112.3349609375,114.4345066239905,110.44721473104133,111.12864462345935,827700,2020-02-24
2020-02-25,112.43624877929688,112.89667568422894,110.64058666028467,112.88746517897432,703600,2020-02-25
2020-02-26,114.01089477539062,115.26325637412079,112.64803522860298,114.1213997490043,861100,2020-02-26
2020-02-27,111.63510131835938,116.18411398915345,110.18936123629848,110.82474553568913,1424500,2020-02-27
2020-02-28,105.29000854492188,113.36224056035077,103.31351245700775,113.36224056035077,1920300,2020-02-28
2020-03-02,109.15061950683594,109.15061950683594,103.83070243197771,103.83070243197771,1232900,2020-03-02
2020-03-03,108.2547378540039,110.31436101503144,107.27572788277482,108.97514194954844,1188800,2020-03-03
2020-03-04,109.529296875,110.57296534706171,106.21358908500531,108.5410489801553,1312000,2020-03-04
2020-03-05,107.09101867675781,111.83830444754635,106.86935747462084,107.06331190730101,1588800,2020-03-05
2020-03-06,107.8483657836914,110.00034743117206,105.3638958617742,106.21360299457501,1401400,2020-03-06
2020-03-09,103.2303695678711,107.82988287578694,101.71567199097899,103.47974454924518,1378000,2020-03-09
2020-03-10,102.42686462402344,105.71486627396791,100.53348877035192,103.26733386810663,1400700,2020-03-10
2020-03-11,98.22447967529297,103.4428009541514,97.44866205044801,103.4428009541514,1358100,2020-03-11
2020-03-12,86.32856750488281,94.20684466138287,83.3268788269466,91.40834834446719,1855200,2020-03-12
2020-03-13,87.55696105957031,91.97175170841861,84.33360383145062,88.10187967474984,1711500,2020-03-13
2020-03-16,76.38140869140625,84.97085681886156,75.74413205687141,84.97085681886156,1597000,2020-03-16
2020-03-17,81.77523803710938,84.60144117873475,74.51576870983264,78.01620042231706,1903900,2020-03-17
2020-03-18,70.0547866821289,80.33441929283369,68.4569688298966,79.95574138029868,1853800,2020-03-18
2020-03-19,76.57538604736328,83.06826804783978,66.50818320218383,70.10097287567494,1671100,2020-03-19
2020-03-20,73.60139465332031,77.68368878850615,72.58543304125432,76.88939537169865,1760600,2020-03-20
2020-03-23,70.69207763671875,74.29410543072186,67.54261015906121,74.07243719511892,1481400,2020-03-23
2020-03-24,72.17906951904297,75.32852999120279,69.37133524987419,72.74246396052156,1911400,2020-03-24
2020-03-25,73.88772583007812,77.157258543637,70.95068844647321,71.8650470806053,1226900,2020-03-25
2020-03-26,83.88103485107422,84.05652044304671,72.90871083661588,73.01953790819246,1406700,2020-03-26
2020-03-27,83.9456787109375,87.64006442002128,80.3621271098596,80.46372328057792,1236800,2020-03-27
2020-03-30,85.92216491699219,88.12032867844084,82.0338252375022,85.10940268839045,786000,2020-03-30
2020-03-31,82.43099212646484,86.8180757410386,81.08254200840533,83.87180049027151,1017600,2020-03-31
2020-04-01,81.44271850585938,83.32685572223492,78.43179272460902,79.79871829014901,999700,2020-04-01
2020-04-02,85.3126220703125,85.7836512716323,79.18917198832537,79.18917198832537,1029600,2020-04-02
2020-04-03,82.77271270751953,86.29161277077421,82.47716213851233,86.29161277077421,1175000,2020-04-03
2020-04-06,87.64007568359375,89.80129526533982,83.32688150505886,86.91043356669773,972400,2020-04-06
2020-04-07,86.35627746582031,89.9028848371852,84.04728608972886,89.9028848371852,1381300,2020-04-07
2020-04-08,88.38819122314453,88.38819122314453,85.0632448941939,86.88273131172753,791200,2020-04-08
2020-04-09,86.28239440917969,89.26561458738948,85.65434842673989,88.5821550627142,1498300,2020-04-09
2020-04-13,86.18077850341797,87.29832931058411,84.43518185747865,85.74668706458455,2301000,2020-04-13
2020-04-14,92.83068084716797,92.88609437910559,87.28910216599277,87.28910216599277,1581900,2020-04-14
