Date,Close,High,Low,Open,Volume
2019-12-31,123.98796844482422,124.10696646009173,123.06148297096934,123.33348584575845,4435000
2020-01-02,124.072998046875,124.11550012600908,123.3165077296172,123.98799388860682,5777000
2020-01-03,122.6364974975586,123.56298304160514,121.54851185559694,121.97350665229484,5752400
2020-01-06,122.48348999023438,122.56848115685781,121.42100313386459,122.3984858538007,7731300
2020-01-07,123.2314682006836,123.63096428421366,120.17151392852047,122.40697738742448,7382900
2020-01-08,123.21450805664062,124.08148818027452,122.14351277361409,123.13799912941512,6605800
2020-01-09,123.57999420166016,124.12398705669727,123.24000353094172,123.89448622056534,6112700
2020-01-10,123.29948425292969,124.25146841561546,123.16348280974273,123.88597912808842,5042600
2020-01-13,123.84347534179688,123.91997128885149,123.01048921097586,123.65647660245585,4593200
2020-01-14,124.54049682617188,124.61699278786044,123.01900797135914,123.29101090600354,7037500
2020-01-15,124.95698547363281,125.28848094936905,124.3025027201369,124.43849121980803,4960300
2020-01-16,125.96844482421875,126.51243760061953,124.26846577673992,125.30545403328688,6476000
2020-01-17,126.79295349121094,126.99695567466556,125.73896166474775,126.14696603165699,9083600
2020-01-21,126.87793731689453,127.64292268512231,126.22344176508416,126.29144248200828,9543900
2020-01-22,126.01097106933594,126.80145525255729,124.09849427401718,124.69348446082036,10305300
2020-01-23,126.24893951416016,126.45294166348057,124.74445446622198,125.83243998964323,8671900
2020-01-24,126.0704345703125,126.60591907512247,125.73892625188434,126.29142714612225,9051900
2020-01-27,126.4359359741211,127.03943421557122,124.94845437442555,125.39045253845339,7587100
2020-01-28,127.07342529296875,127.98292024799912,125.92593432480724,126.18944195416884,7336600
2020-01-29,127.95743560791016,128.50993665972277,126.75896006405361,127.03095000648331,6288600
2020-01-30,127.8044662475586,127.93195952903478,126.69098168994977,127.52396805849595,6470600
2020-01-31,126.53794860839844,127.49844101437998,126.34245463039045,127.28594361268935,8651700
2020-02-03,127.6429214477539,127.91492431281358,126.85243743956885,127.00542932380706,5765200
2020-02-04,128.8583984375,129.83588106116622,128.51839489506165,128.7648990845556,6541400
2020-02-05,130.88986206054688,130.91536070295277,128.61188390375895,128.96038264305017,5979900
2020-02-06,130.4989013671875,131.32339231119224,129.82741529444948,131.11089491263044,6201200
2020-02-07,129.1049346923828,130.43942474356678,128.81594130785845,130.33741716034785,5700300
2020-02-10,129.0794219970703,129.12192407130348,128.25493104223307,128.92641712379339,4835600
2020-02-11,129.18994140625,129.5214368761901,128.8074356587844,129.44492794480874,3715300
2020-02-12,128.4249267578125,129.32591366710747,128.2804300808324,129.08791761445642,5166800
2020-02-13,127.57494354248047,128.38243111656692,127.39645297895427,127.63444904353106,5480200
2020-02-14,127.60895538330078,128.04244545291982,126.77595615488467,127.97444472183605,5716300
2020-02-18,126.76744842529297,128.1274369732187,126.69944770091548,127.89793614967118,7230700
2020-02-19,126.59748077392578,127.29446565398743,126.29148393224106,126.82698164764302,6115200
2020-02-20,126.11298370361328,126.97148171065406,125.28849255200005,126.31698592673305,7464700
2020-02-21,127.43891143798828,127.7024190609395,125.40743718044666,125.87493396979926,7776800
2020-02-24,124.81285095214844,127.4560641841688,124.2482773338961,125.31753961732034,10588900
2020-02-25,123.73503875732422,125.53140479654489,123.03360941561785,124.8812979612415,10529000
2020-02-26,122.90526580810547,125.07801386825416,122.82828206371481,124.33381156744413,10093800
2020-02-27,119.00457000732422,123.83764169838047,118.85915195307308,121.94718088808841,12566700
2020-02-28,115.03549194335938,117.43919109402998,111.90470238462113,115.78825665055042,19820300
2020-03-02,119.77448272705078,119.86857832626873,114.63346152366951,115.29213071819521,11508200
2020-03-03,115.9849853515625,120.60420505573524,113.85502378611025,119.75734484684155,13662500
2020-03-04,122.73418426513672,122.87105295438397,117.31088971575161,117.7728052263153,10560500
2020-03-05,121.47672271728516,122.0498456307301,119.62048529694431,120.44168432446462,11339200
2020-03-06,121.49382781982422,122.33212559641443,117.54183953481252,118.4571210449384,12239100
2020-03-09,116.71209716796875,119.4836161381479,115.39475897009228,116.61800158240615,13848600
2020-03-10,121.16022491455078,121.42539982336206,114.82163613886888,119.73169233457189,12698100
2020-03-11,112.74300384521484,118.688098796026,112.48637831839581,118.12352524752743,17763400
2020-03-12,107.27693176269531,114.41959480321559,106.49850581649302,108.9022049437077,21539200
2020-03-13,114.87294006347656,115.41185224428826,106.62679924099128,110.62156670684219,20084200
2020-03-16,108.74823760986328,114.4196018216489,104.72781445297274,105.70298103189953,18877900
2020-03-17,116.84041595458984,116.99439649865761,109.32991930799714,109.96292722913422,18911800
2020-03-18,115.44610595703125,116.05343957198367,110.09979500314104,112.07578944329615,17521100
2020-03-19,108.67980194091797,115.47175685642395,107.90993192730454,115.47175685642395,18482300
2020-03-20,102.5550765991211,109.01342296027283,101.04955357956457,108.4916224795105,19785100
2020-03-23,95.07025146484375,101.41739106952521,93.37654359413823,100.08295377427125,20815200
2020-03-24,101.94772338867188,102.34976697247693,97.39694426527053,101.5884528983065,17604800
2020-03-25,102.13591766357422,106.03658373760007,99.82630759901315,101.71676874540235,13986100
2020-03-26,108.26920318603516,108.72256927327858,102.97421516623133,103.1367450942084,15066800
2020-03-27,105.35225677490234,109.16738307233481,103.1452982875455,104.06058636197149,12133200
2020-03-30,113.77804565429688,114.61635660346711,109.06474265117943,109.88594175071927,21754000
2020-03-31,112.16985321044922,116.08763033210882,111.24600937345186,115.47173444077724,15746100
2020-04-01,110.18531036376953,111.39999045015064,107.35390662796036,109.23580516950132,12606100
2020-04-02,113.89779663085938,114.62490009876099,108.82522336184587,110.45049657507555,11594500
2020-04-03,114.77032470703125,115.3006745757611,112.5548165848993,113.23914699609335,10071200
2020-04-06,119.55205535888672,120.58710684233392,115.94222536903656,117.19967867629563,14994400
2020-04-07,117.60172271728516,121.49383948979418,117.41353153777808,119.63760199421645,11567100
2020-04-08,122.54598999023438,123.29020531142606,117.4477554432476,117.83268720109639,10758200
2020-04-09,120.80951690673828,124.3936858941883,119.99688024418803,123.18755499842031,11125400
2020-04-13,119.56061553955078,121.0319212445658,117.90966805725962,119.75735611274582,8153200
2020-04-14,124.91546630859375,126.10448516347311,123.22175890831929,124.39366591601993,13838000
2020-04-15,126.3097915649414,126.52364397661745,122.78549494480978,124.504876688295,11962300
2020-04-16,128.02915954589844,128.89311858537286,125.26619005707092,126.8658019107318,12181700
2020-04-17,130.0393829345703,130.27889660026486,127.96929307962978,130.0137216884256,10920000
2020-04-20,129.73997497558594,130.87767133189703,128.38842621513777,129.1069671604348,12226200
2020-04-21,128.03773498535156,129.7143439677105,127.08824262007049,128.41411739276998,9951100
2020-04-22,130.86912536621094,132.588494041652,129.7913008674884,130.7151448438869,11515600
2020-04-23,133.02479553222656,134.29936104615777,131.47650562385556,131.94698370299258,10665000
2020-04-24,132.46873474121094,133.70052668674572,131.42513395693925,133.07608131665364,8653400
2020-04-27,131.98109436035156,133.48662307290593,131.7330314079475,132.42591084837989,8924000
2020-04-28,129.50045776367188,130.96321391082523,128.9102230560927,129.38070094275105,8558700
2020-04-29,128.51675415039062,129.70577307542501,127.59291013595505,129.49192065687555,9285200
2020-04-30,128.3456573486328,128.67926658796767,125.88208644758897,126.99412159621029,14829600
2020-05-01,126.8487319946289,128.02920186755816,125.5656171075387,127.9864287608179,7309000
2020-05-04,126.83162689208984,127.52450680828842,125.82223644375541,127.25933183320195,7198400
2020-05-05,127.88374328613281,128.978666599164,127.14809046151665,127.45603845908889,6562300
2020-05-06,126.66905212402344,128.58517428139226,126.63482843142856,128.31143695069056,6191600
2020-05-07,126.24993133544922,127.90942846327226,125.85645013035756,127.77255976040651,5570500
2020-05-08,127.19940948486328,127.61000245292821,126.50652977234272,127.3876006478337,4712100
2020-05-11,127.55013275146484,128.3969929993414,126.70327250358828,126.98555925288046,5887500
2020-05-12,125.86500549316406,128.60231441758523,125.77090988705027,128.39702440607772,7039200
2020-05-13,125.8564224243164,127.41326115600859,124.89835476768309,124.95823970669801,6970500
2020-05-14,126.292724609375,126.39536962666084,123.40143479897074,124.36805222014566,6871400
2020-05-15,128.68783569335938,128.72204633781016,124.59897842440131,126.48942652756183,10340400
2020-05-18,128.7562255859375,131.40798687472574,128.70490311072072,130.4413831356163,7388400
2020-05-19,127.47319030761719,129.2524445127469,126.94282727994572,128.39703459023374,6107300
2020-05-20,126.3268814086914,128.645047130104,125.97617339830514,128.09758551710644,5713400
2020-05-21,125.49716186523438,127.02833947335495,124.73584776018832,127.02833947335495,6487300
2020-05-22,124.35155487060547,126.00532480710277,124.08454178117555,124.5238332510075,6140900
2020-05-26,124.51522827148438,126.13455063651155,124.29128474689428,125.91921577490675,7072300
2020-05-27,124.79949188232422,125.10957465848863,123.18016925757686,124.30853515348001,7950000
2020-05-28,126.59107208251953,127.57299862338076,125.59191507097704,125.77280215563489,6189600
2020-05-29,128.1242218017578,128.64103064269392,125.17844295160954,127.44376953275358,8504000
2020-06-01,126.78055572509766,127.77109083521697,125.76416833992587,126.86668178428366,6141800
2020-06-02,127.69356536865234,127.7797045653912,125.85890825068292,126.66856938524212,6078300
2020-06-03,128.03810119628906,128.46016224907436,126.14315707616541,127.92613600746591,6339500
2020-06-04,126.38434600830078,127.7969423168266,125.39381080246191,126.44464608425531,8170500
2020-06-05,126.87529754638672,128.8908286086842,126.27236258881864,127.21121939010295,9725400
2020-06-08,126.41879272460938,127.14231469666092,125.53161415680876,125.65220115215068,7555600
2020-06-09,125.72111511230469,128.62382492709932,125.45408883587487,127.69357672020728,8247200
2020-06-10,127.30594635009766,129.22672923635795,126.27234185781829,126.27234185781829,10137100
2020-06-11,121.33687591552734,128.48599549597347,121.23351939427144,127.97780840913715,11913300
2020-06-12,122.43939971923828,123.78310032504882,120.82869912509632,123.03372605309738,8687400
2020-06-15,121.66416931152344,122.65470419385329,120.0620777775245,121.44883449858268,8649600
2020-06-16,124.42906188964844,125.25594013017106,122.97339659404929,124.11035746051607,7579100
2020-06-17,124.05008697509766,125.2559567117416,123.57634774177524,124.8080566054191,5100100
2020-06-18,123.52468872070312,124.13623234557828,122.19821866086757,122.75809716669298,4797400
2020-06-19,123.8864974975586,125.652246609068,123.38691886669729,125.57471604308839,12206900
2020-06-22,123.50746154785156,123.74002687626128,122.33603938589445,123.57637028008395,5285600
2020-06-23,123.05094146728516,124.10177653768538,122.89589354816276,123.80892430967106,5921600
2020-06-24,120.43246459960938,122.47383449018648,119.48498613314206,121.87089962197746,8211200
2020-06-25,120.30329132080078,121.07850478838657,118.46863390481253,121.07850478838657,7421200
2020-06-26,118.70115661621094,120.2429611906199,118.02070441067966,120.1826611361711,12849700
2020-06-29,119.76062774658203,120.32911492081972,118.84761005989539,119.5022364337436,5309800
2020-06-30,121.13015747070312,121.46607929279905,118.72701331471299,120.0707006030967,7738300
2020-07-01,120.91483306884766,121.7847811593643,120.63919814333943,121.18184618856085,6174800
