Date,Close,High,Low,Open,Volume
2019-12-31,46.367984771728516,46.393118644534006,46.05802803618841,46.24232819034458,7982600
2020-01-02,46.06641387939453,46.43501104661881,45.87373467388903,46.34286095589741,11867700
2020-01-03,45.815086364746094,46.06640591258128,45.31245366039732,45.50512963691971,11354500
2020-01-06,45.79832458496094,45.99937955367322,45.67266802571854,45.781572933590205,14698300
2020-01-07,45.446495056152344,45.73969697179852,45.36272399329949,45.614040377519245,9973900
2020-01-08,45.530269622802734,45.77321019769726,45.36272748420377,45.46325340649544,10676000
2020-01-09,46.359615325927734,46.40987988279671,45.940753605670224,46.074789228326175,15398000
2020-01-10,46.51877975463867,46.853870395606194,46.45176354384188,46.47689422343303,13040100
2020-01-13,47.021427154541016,47.10519823733049,46.426640962352685,46.51879107081828,14302900
2020-01-14,46.912513732910156,47.15545430312861,46.770102278709864,47.113568769285074,16345300
2020-01-15,47.4989128112793,47.73347431791299,46.9125058490342,46.9125058490342,17735400
2020-01-16,47.599430084228516,47.70833499070267,47.423508986150466,47.62456075662245,10234100
2020-01-17,47.699974060058594,47.87589842051763,47.582693283526886,47.641333671792744,14264300
2020-01-21,47.89263916015625,47.95965855755996,47.39000646227146,47.62456796186292,11968900
2020-01-22,48.26124572753906,48.286376407001555,47.90102440882455,47.95966479134447,12869600
2020-01-23,48.44554901123047,48.46230066817428,47.95129204419228,48.06857281676721,12858900
2020-01-24,48.31988525390625,48.47905154711714,48.135585086017024,48.46229669588529,8594300
2020-01-27,48.15233612060547,48.46229285467414,47.859134236440624,47.92615044039508,14359900
2020-01-28,47.758602142333984,48.37851876726057,47.7250956402882,48.12720242578356,15240200
2020-01-29,47.758602142333984,47.96803295950828,47.46540027655425,47.750226315737706,13163600
2020-01-30,49.30840301513672,49.40892893483437,48.386905298313906,48.52931994724184,20225600
2020-01-31,48.92304992675781,49.49270211872879,48.71361906781735,49.40055202948918,17685200
2020-02-03,49.0738410949707,49.40055272823319,49.02357653767596,49.216252547147135,12333600
2020-02-04,49.29164505004883,49.80265683604115,49.107344879189654,49.21624981612109,15417900
2020-02-05,49.30002212524414,49.49270132455955,49.04032990954826,49.34191085288912,11414900
2020-02-06,49.41730880737305,49.71051074305065,49.29164900884755,49.40892978311859,9347000
2020-02-07,49.5848388671875,49.693743786339624,49.30001282947777,49.32514670045789,8757800
2020-02-10,50.05397415161133,50.12936938694648,49.66862214685887,49.69375282675018,7984900
2020-02-11,49.91993713378906,50.095858279420625,49.69375143412228,50.02884206970147,7431200
2020-02-12,49.76914596557617,50.07072689421278,49.69375073341702,49.8277863466265,9179100
2020-02-13,49.93668746948242,50.12936344903584,49.601596864204645,49.744011489928994,8173200
2020-02-14,50.221519470214844,50.32204538543353,49.94506920878691,49.95344823252418,9965500
2020-02-18,49.86967468261719,50.204765332326204,49.802658470072146,50.104239415678,10075700
2020-02-19,50.07073211669922,50.263408131055556,49.81941571517623,49.85292222522758,6265700
2020-02-20,50.02884292602539,50.14612369178722,49.517831136067855,49.99533322276167,7597200
2020-02-21,50.3723030090332,50.3723030090332,49.785896058908634,49.85291226127845,10842400
2020-02-24,49.13248825073242,50.09586843083472,49.065468831771334,49.517840322773345,14415500
2020-02-25,48.43716049194336,49.59321952978757,48.26961519439683,49.174357883751625,15915100
2020-02-26,48.252864837646484,48.98168647048151,48.15233892802343,48.57120061305738,15837800
2020-02-27,46.016151428222656,48.49581218448994,45.97426589297614,47.875898593253865,23754000
2020-02-28,44.809818267822266,45.144905652065326,43.20976698032045,45.0946443020422,40890600
2020-03-02,46.845489501953125,46.87899920384445,44.98574578623955,45.17842177862307,25698600
2020-03-03,46.9627799987793,48.16072484510521,46.61093447124324,47.549183885236864,27099200
2020-03-04,49.3586540222168,49.425673418396165,47.25596999982997,47.25596999982997,20526100
2020-03-05,47.53242492675781,48.730366393421406,47.07167452150911,48.4204096445222,17948500
2020-03-06,46.292606353759766,46.83712799112526,45.22032113075799,46.02453504800932,22353900
2020-03-09,43.44432830810547,44.885213322434865,43.12599257794095,43.60349457535744,27898300
2020-03-10,44.95222854614258,45.0695092874339,42.866296290290805,44.583631474132616,27457400
2020-03-11,43.737545013427734,44.10614541420321,42.841181086261024,43.854825797070234,22653900
2020-03-12,39.507041931152344,41.827536515296956,39.11331084561185,40.66310130857949,31913100
2020-03-13,40.9605598449707,41.88168663178071,39.38872851851624,41.83943053641502,33697200
2020-03-16,38.24788284301758,40.461969493833415,34.79154496264962,35.695773208153646,28682300
2020-03-17,39.870418548583984,40.140840797111636,38.3408400861034,38.771827760979484,32106700
2020-03-18,37.901405334472656,38.15492902796425,35.1464773082114,37.80845030037177,35408300
2020-03-19,35.34929275512695,37.74084006561208,34.681686433889304,37.487319616342226,41956900
2020-03-20,32.366188049316406,35.55210309351087,31.698581816929114,35.45069557203654,51513500
2020-03-23,31.7408447265625,32.86478665894636,30.6507031594753,32.75492660659111,44978500
2020-03-24,33.33802795410156,34.98591588029056,32.814085208272644,34.833802950261564,49096200
2020-03-25,35.16337203979492,36.71830135894113,33.72675203454782,34.33520361881413,42511700
2020-03-26,37.42816925048828,38.25633786584189,35.873239566397,36.2028165106646,37821700
2020-03-27,36.17746353149414,37.208447185977995,35.830984810357634,36.89577205316886,23297900
2020-03-30,38.028167724609375,38.50140830570987,36.371830526289216,36.371830526289216,23446000
2020-03-31,37.39435958862305,38.45914671441907,37.23379739724451,38.08731695474322,25373900
2020-04-01,35.594356536865234,36.88731615733024,35.32393432608406,35.898582329915826,21936400
2020-04-02,37.14084243774414,37.343657515990415,35.37464528155241,35.678871122609365,17621900
2020-04-03,37.039432525634766,37.4704169570621,36.59999558600429,36.828164952178994,14207100
2020-04-06,39.43942642211914,39.72675043171,37.76618773933254,38.35773755010044,22850000
2020-04-07,39.30421829223633,41.07041535077481,39.2788672147791,40.98590961012579,21279600
2020-04-08,40.41127014160156,40.639439558303266,39.1521169302368,39.414086716173976,18937100
2020-04-09,41.40843963623047,42.025340492948196,40.85914271892813,40.93519916557481,19165300
2020-04-13,39.659149169921875,41.104218599509146,39.29576868547305,40.85914744047392,19586000
2020-04-14,41.34083938598633,41.61971414488551,39.659151218696564,40.51267084162095,21801900
2020-04-15,40.23379898071289,40.90140531598766,40.064784269750135,40.31830472435053,12893200
2020-04-16,39.80280303955078,40.436605656255004,39.51547905769739,40.05632666518192,17606800
2020-04-17,40.61408615112305,40.81690124968104,40.030985489471114,40.81690124968104,19844600
2020-04-20,39.32111740112305,40.563371690731586,39.13520413964778,40.38590771326955,18957900
2020-04-21,38.34929656982422,39.63380399532104,37.40281537818162,38.77183177990786,26863700
2020-04-22,38.60280227661133,38.99998625365506,38.45068940130464,38.91547730976991,15811600
2020-04-23,38.087310791015625,38.95773199995901,38.0028050668473,38.830973413706516,17668200
2020-04-24,38.39154052734375,38.66196274108039,38.129567597423296,38.4506951851182,15175000
2020-04-27,39.532386779785156,39.701401481005576,38.628161835496286,38.87323299108154,19175500
2020-04-28,39.49858093261719,40.56336792215145,39.35491732824241,40.47886219512171,17246700
2020-04-29,39.81971740722656,40.445070938325266,39.616902311083294,39.94647926008197,15780000
2020-04-30,38.7802734375,39.71830193516295,38.61971124977886,39.71830193516295,20801100
2020-05-01,38.53520202636719,39.202808296094105,38.20562514537691,38.55210381817274,14290400
2020-05-04,38.14647674560547,38.433800806074345,37.69013796303355,38.29858967312944,22544200
2020-05-05,38.366188049316406,38.95773460543048,38.154920501079395,38.33238446791361,13370500
2020-05-06,37.81688690185547,38.56054949104934,37.791535830484214,38.36618375526767,11892900
2020-05-07,37.69012451171875,38.23097207416172,37.60561879267051,38.15491563754369,16466000
2020-05-08,38.966190338134766,39.05914858284378,37.92675430160954,38.0957689989271,13985100
2020-05-11,38.4844970703125,38.96618681876532,38.46759527973857,38.6112556640866,10874600
2020-05-12,37.87604904174805,38.746470383631596,37.85914724959561,38.535202817256966,13424400
2020-05-13,37.132381439208984,37.842240498146865,36.77745352158345,37.78308584520927,15854800
2020-05-14,36.929569244384766,37.23379503925646,36.53238520955927,36.65914703198483,18000800
2020-05-15,36.557743072509766,37.76619396891687,36.50704091307495,37.14929298085462,31579400
2020-05-18,38.002811431884766,38.357739401262215,37.29295226944259,37.876049600714374,26118500
2020-05-19,37.63943099975586,38.30703729384036,37.39435984516474,38.03661183877229,17839900
2020-05-20,38.7802734375,39.0168920770232,38.04506321920493,38.19717612280904,22295900
2020-05-21,38.171836853027344,38.94930346909221,38.05352748668211,38.94085418164832,13193500
2020-05-22,38.05350875854492,38.29013059846978,37.7323844147039,38.2140741541523,13008400
2020-05-26,38.94929885864258,39.65915819637604,38.81408770972611,39.650705686244216,22223100
2020-05-27,39.49013137817383,39.79435717612524,39.01689088983973,39.71830072663739,18447600
2020-05-28,39.79435729980469,40.10703238258783,39.56618795063199,39.97182127459887,16230600
2020-05-29,39.44788360595703,39.878868059589195,38.9915448500965,39.44788360595703,51125000
2020-06-01,39.70985794067383,39.912673023370886,39.371828504595236,39.430983172355845,17010700
2020-06-02,39.63380432128906,39.954928762538486,39.346480247121576,39.85352121391698,15255100
2020-06-03,40.47886657714844,40.66477984147722,39.81970958494959,39.94647141290361,15508300
2020-06-04,40.495765686035156,40.791542213980634,40.03943019142063,40.51266747823381,13604700
2020-06-05,41.484493255615234,41.822522600715665,40.95209816537242,41.01970532386721,20504800
2020-06-08,42.12675476074219,42.228165521637216,41.80563035563704,41.86478502098207,19896700
2020-06-09,41.40843963623047,41.90703118120602,41.13801743119494,41.90703118120602,16713700
2020-06-10,41.087318420410156,41.636615422760045,41.045065548772655,41.54365717094507,15716600
2020-06-11,38.4844970703125,40.49576179330652,38.41688990801677,40.40280678068029,26070400
